,id,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bedrooms,beds,price,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,bathrooms,puntuacion_media
4345,17653163,0,0,Ibiza,Retiro,Entire condominium,Entire home/apt,3.0,3.0,175.0,344,11,1,0.22,2.5,3.857142857142857
4346,17653921,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,90.0,364,52,1,1.05,1.0,4.9375
4347,17660601,1,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,75.0,104,35,1,0.72,1.0,4.892857142857143
4348,17662147,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,69.0,358,3,4,0.07,1.0,5.0
4349,17662475,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,59.0,189,82,67,1.65,1.0,4.825396825396825
4350,17671688,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,62.0,1,138,1,2.82,1.0,4.846153846153846
4351,17676026,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,74.0,358,15,4,0.31,1.0,4.666666666666667
4353,17676506,0,1,Embajadores,Centro,Entire condominium,Entire home/apt,1.0,2.0,40.0,0,2,1,0.04,1.0,4.0
4354,17677207,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,3.0,53.0,355,208,15,4.21,1.0,4.740963855421687
4355,17678527,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,60.0,0,15,1,0.34,1.0,4.6923076923076925
4356,17681447,0,1,Palos de Moguer,Arganzuela,Private room in apartment,Private room,1.0,2.0,30.0,137,125,2,2.57,1.0,4.794392523364486
4357,17685180,1,1,Valdeacederas,Tetuán,Private room in apartment,Private room,1.0,1.0,32.0,89,66,1,1.36,1.0,4.844827586206897
4358,17692661,0,1,Almagro,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,120.0,357,19,1,0.4,2.0,4.875
4360,17697979,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,118.0,1,3,43,0.07,1.0,3.0
4364,17701134,0,0,Buenavista,Carabanchel,Entire house,Entire home/apt,1.0,1.0,35.0,346,33,1,0.66,2.0,4.84
4365,17704854,1,1,San Cristobal,Villaverde,Entire apartment,Entire home/apt,3.0,4.0,70.0,0,119,3,2.4,1.0,4.6125
4366,17706864,0,1,Almagro,Chamberí,Entire serviced apartment,Entire home/apt,1.0,2.0,84.0,16,2,22,0.08,1.0,5.0
4370,17715586,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,159.0,330,82,1,1.66,2.0,4.98
4372,17725492,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,48.0,277,16,11,0.33,2.0,4.6923076923076925
4373,17726181,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,71.0,0,10,11,0.23,1.0,5.0
4374,17729038,1,1,Alameda de Osuna,Barajas,Private room in apartment,Private room,1.0,1.0,31.0,138,208,2,4.19,1.0,4.902857142857143
4375,17730175,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,110.0,363,124,7,2.5,2.0,4.402597402597403
4377,17730772,0,1,Sol,Centro,Entire loft,Entire home/apt,1.0,1.0,93.0,365,65,1,1.34,1.0,4.565217391304348
4378,17731247,0,1,Cuatro Caminos,Tetuán,Entire apartment,Entire home/apt,2.0,3.0,51.0,356,48,1,0.98,1.0,4.333333333333333
4379,17731717,1,1,Embajadores,Centro,Entire loft,Entire home/apt,1.0,1.0,52.0,138,73,3,1.5,1.0,4.836065573770492
4382,17735333,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,34.0,38,510,2,10.39,1.0,4.464824120603015
4383,17740658,0,0,Almenara,Tetuán,Entire apartment,Entire home/apt,3.0,3.0,90.0,0,10,1,0.2,2.0,5.0
4385,17743640,0,1,Pilar,Fuencarral - El Pardo,Entire loft,Entire home/apt,2.0,2.0,28.0,157,84,1,1.73,1.0,4.507692307692308
4386,17747935,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,86.0,60,12,3,0.26,1.0,4.0
4387,17750809,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,3.0,4.0,172.0,103,107,3,2.22,3.0,4.648648648648648
4388,17759153,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,120.0,0,124,3,2.52,2.0,4.8316831683168315
4389,17759717,0,0,Cuatro Caminos,Tetuán,Private room in apartment,Private room,1.0,1.0,53.0,0,21,2,0.42,1.0,4.666666666666667
4390,17762660,0,1,Hispanoamérica,Chamartín,Entire apartment,Entire home/apt,3.0,4.0,143.0,178,227,2,4.61,2.0,4.672131147540983
4393,17774070,1,0,La Paz,Fuencarral - El Pardo,Private room in condominium,Private room,1.0,0.0,57.0,103,28,1,0.57,1.0,4.826086956521739
4394,17776165,0,0,Portazgo,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,13.0,0,21,1,0.43,1.0,4.882352941176471
4395,17797538,0,1,San Diego,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,3.0,31.0,347,83,7,1.7,1.0,4.305084745762712
4396,17799818,0,1,Numancia,Puente de Vallecas,Entire apartment,Entire home/apt,2.0,3.0,60.0,0,111,1,2.25,1.0,4.779411764705882
4397,17802908,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,95.0,0,4,1,0.08,1.0,5.0
4398,17803784,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,131.0,364,28,8,0.57,1.0,4.791666666666667
4399,17804071,1,1,Goya,Salamanca,Entire apartment,Entire home/apt,1.0,1.0,85.0,1,68,1,1.41,1.0,4.946428571428571
4400,17809905,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,41.0,0,4,3,0.09,1.0,4.0
4401,17810058,1,1,Nueva España,Chamartín,Entire apartment,Entire home/apt,2.0,3.0,100.0,70,57,1,1.2,2.0,4.853658536585366
4402,17811060,0,0,Niño Jesús,Retiro,Entire apartment,Entire home/apt,3.0,3.0,200.0,0,18,1,0.37,2.0,4.866666666666666
4403,17819565,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,3.0,50.0,317,135,7,2.79,1.0,4.281818181818182
4404,17823052,0,1,Universidad,Centro,Entire loft,Entire home/apt,1.0,2.0,53.0,286,76,1,1.54,1.0,4.909090909090909
4405,17825390,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,65.0,0,3,3,0.07,2.0,4.333333333333333
4406,17826217,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,2.0,48.0,0,16,1,0.33,1.0,4.642857142857143
4407,17828433,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,80.0,304,5,6,0.1,1.0,3.6
4408,17834220,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,99.0,104,161,25,3.3,1.5,4.704545454545454
4409,17836144,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,154.0,32,2,8,0.04,1.5,5.0
4410,17838023,0,1,San Diego,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,25.0,0,8,1,0.16,1.0,4.75
4411,17839999,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,3.0,80.0,0,67,1,1.36,1.0,4.7924528301886795
4412,17840282,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,4.0,154.0,51,3,8,0.06,1.5,5.0
4413,17840313,1,1,Cortes,Centro,Entire loft,Entire home/apt,1.0,1.0,90.0,228,119,3,2.41,1.0,4.73469387755102
4414,17840320,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,6.0,154.0,1,1,8,0.02,1.5,5.0
4415,17841099,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,154.0,305,1,8,0.02,1.0,5.0
4417,17846666,0,1,Justicia,Centro,Private room in house,Private room,1.0,1.0,22.0,0,36,2,0.73,1.0,4.193548387096774
4418,17846933,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,76.0,178,102,1,2.08,1.0,4.565789473684211
4419,17851640,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,0.0,31.0,0,56,2,1.13,1.0,4.767441860465116
4421,17853322,0,0,Arapiles,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,87.0,87,5,1,0.1,1.5,3.8
4422,17853779,1,0,Arapiles,Chamberí,Private room in house,Private room,1.0,1.0,20.0,43,25,1,0.51,1.0,4.608695652173913
4424,17859877,0,1,Arapiles,Chamberí,Private room in house,Private room,1.0,1.0,33.0,0,7,1,0.14,1.0,3.5
4425,17863122,0,1,San Isidro,Carabanchel,Entire apartment,Entire home/apt,1.0,1.0,69.0,25,9,1,0.18,1.0,5.0
4426,17864741,1,1,Sol,Centro,Entire condominium,Entire home/apt,1.0,1.0,50.0,338,11,5,0.23,1.0,4.666666666666667
4428,17876028,0,1,Pacífico,Retiro,Private room in apartment,Private room,1.0,0.0,41.0,89,39,2,0.79,1.0,4.8108108108108105
4429,17878993,0,1,Aguilas,Latina,Private room in apartment,Private room,1.0,1.0,14.0,0,10,1,0.22,1.0,4.888888888888889
4430,17883297,1,0,Ciudad Jardín,Chamartín,Private room in apartment,Private room,1.0,1.0,18.0,0,17,1,0.35,1.5,4.071428571428571
4431,17891928,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,67.0,0,37,4,0.75,1.0,4.620689655172414
4432,17892372,0,1,Lucero,Latina,Entire apartment,Entire home/apt,3.0,4.0,45.0,0,29,1,0.59,2.0,4.428571428571429
4433,17897946,1,1,Almagro,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,89.0,227,88,1,1.79,1.0,4.767123287671233
4435,17901250,0,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,54.0,351,78,4,1.59,1.0,4.540983606557377
4436,17901271,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,109.0,0,31,1,0.68,1.0,4.391304347826087
4437,17903615,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,2.0,45.0,38,5,1,0.1,1.0,2.8
4438,17903863,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,71.0,44,99,1,2.05,1.0,4.885714285714286
4439,17912044,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,154.0,22,1,8,0.02,1.5,5.0
4441,17914266,1,1,Ibiza,Retiro,Entire apartment,Entire home/apt,2.0,3.0,50.0,357,240,2,4.92,1.0,4.853932584269663
4444,17914512,1,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,96.0,167,80,1,1.64,2.0,4.8474576271186445
4447,17930771,0,1,Pacífico,Retiro,Entire apartment,Entire home/apt,2.0,4.0,110.0,308,110,1,2.25,2.0,4.890243902439025
4448,17932388,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,131.0,364,32,8,0.65,1.0,4.846153846153846
4450,17933443,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,113.0,5,68,2,1.38,1.0,4.722222222222222
4451,17933497,0,0,Rios Rosas,Chamberí,Private room in apartment,Private room,1.0,1.0,50.0,133,20,1,0.43,1.0,4.7
4452,17934425,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,126.0,228,27,6,0.55,2.0,4.888888888888889
4453,17937079,0,1,Almagro,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,181.0,221,2,92,0.04,1.0,4.0
4455,17939045,0,0,Pacífico,Retiro,Private room in apartment,Private room,1.0,1.0,25.0,0,17,1,0.35,1.0,4.571428571428571
4456,17940427,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,53.0,1,86,3,1.87,1.0,4.60655737704918
4457,17953866,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,52.0,126,233,66,4.86,1.0,4.387878787878788
4459,17955687,0,1,Aguilas,Latina,Entire apartment,Entire home/apt,2.0,3.0,72.0,136,2,1,0.09,1.0,5.0
4460,17960977,0,1,Palacio,Centro,Entire loft,Entire home/apt,1.0,1.0,54.0,43,9,1,0.19,1.5,4.6
4463,17968767,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,84.0,0,170,12,3.46,1.0,4.835820895522388
4464,17973836,0,1,El Viso,Chamartín,Entire apartment,Entire home/apt,3.0,4.0,158.0,0,2,1,0.04,2.0,5.0
4465,17974023,0,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,3.0,5.0,207.0,307,1,92,0.02,2.0,5.0
4466,17978148,1,1,Cortes,Centro,Entire condominium,Entire home/apt,2.0,3.0,83.0,99,98,1,2.0,1.0,4.898550724637682
4467,17979142,0,1,Universidad,Centro,Entire apartment,Entire home/apt,3.0,3.0,146.0,88,77,3,1.7,2.5,4.894736842105263
4468,17979438,0,1,Lista,Salamanca,Entire apartment,Entire home/apt,1.0,2.0,79.0,0,1,1,0.02,1.0,1.0
4470,17993261,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,70.0,28,8,1,0.17,1.0,5.0
4471,18001589,0,0,Gaztambide,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,40.0,0,2,1,0.06,1.0,2.5
4472,18003944,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,91.0,173,116,2,2.37,1.0,4.9361702127659575
4473,18007530,0,1,Cuatro Caminos,Tetuán,Entire apartment,Entire home/apt,1.0,2.0,51.0,315,79,7,1.61,1.0,4.446153846153846
4474,18011722,0,0,Universidad,Centro,Private room in house,Private room,1.0,1.0,22.0,0,1,1,0.02,1.0,5.0
4475,18012520,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,100.0,0,7,1,0.14,1.0,4.0
4476,18016295,1,0,Orcasitas,Usera,Private room in chalet,Private room,1.0,1.0,27.0,107,124,2,2.56,1.5,4.9010989010989015
4478,18017383,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,59.0,185,83,67,1.7,1.0,4.7611940298507465
4479,18018327,0,1,Lista,Salamanca,Entire apartment,Entire home/apt,3.0,3.0,128.0,89,23,1,0.47,2.0,4.590909090909091
4481,18024767,0,1,Adelfas,Retiro,Entire apartment,Entire home/apt,2.0,2.0,55.0,0,5,1,0.1,1.0,2.3333333333333335
4482,18027290,0,1,Acacias,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,65.0,0,9,1,0.19,1.0,4.875
4483,18027975,0,1,Ibiza,Retiro,Private room in apartment,Private room,1.0,2.0,86.0,362,3,2,0.06,1.0,5.0
4485,18030968,1,1,Gaztambide,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,165.0,147,37,25,0.77,1.0,4.882352941176471
4486,18032664,0,1,Palacio,Centro,Entire apartment,Entire home/apt,3.0,4.0,140.0,53,118,3,2.41,2.0,4.623529411764705
4488,18033542,0,1,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,4.0,128.0,350,60,1,1.24,2.0,4.471698113207547
4489,18034555,1,1,Orcasur,Usera,Private room in apartment,Private room,1.0,1.0,17.0,70,77,1,1.57,1.0,4.67741935483871
4490,18037011,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,102.0,339,86,1,1.77,1.0,4.7272727272727275
4491,18039199,0,0,Pacífico,Retiro,Private room in apartment,Private room,1.0,1.0,26.0,0,2,1,0.04,1.0,4.5
4492,18040462,0,1,Canillas,Hortaleza,Private room in apartment,Private room,2.0,1.0,31.0,179,1,2,0.07,1.0,5.0
4493,18045176,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,2.0,5.0,164.0,87,3,2,0.06,1.0,5.0
4494,18046547,0,0,Berruguete,Tetuán,Private room in house,Private room,1.0,1.0,50.0,180,11,2,0.23,1.0,4.636363636363637
4496,18048031,0,1,Embajadores,Centro,Entire loft,Entire home/apt,2.0,5.0,106.0,318,87,2,1.79,2.0,4.448275862068965
4497,18048041,0,1,San Isidro,Carabanchel,Private room in apartment,Private room,1.0,1.0,15.0,293,5,1,0.11,1.0,4.0
4499,18050167,1,1,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,1.0,26.0,46,67,3,1.56,1.0,4.915254237288136
4501,18053600,1,0,Chopera,Arganzuela,Private room in apartment,Private room,1.0,1.0,35.0,58,47,1,1.74,1.0,5.0
4502,18053780,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,130.0,292,10,113,0.21,1.0,4.428571428571429
4503,18054083,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,130.0,257,11,113,0.23,2.0,4.555555555555555
4504,18055157,0,0,Aravaca,Moncloa - Aravaca,Private room in apartment,Private room,1.0,1.0,25.0,344,2,1,0.04,1.0,4.5
4505,18062732,1,0,El Viso,Chamartín,Private room in house,Private room,1.0,1.0,60.0,179,27,1,0.56,1.0,4.625
4506,18064790,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,98.0,0,207,1,4.25,2.0,4.467105263157895
4507,18066747,0,0,Chopera,Arganzuela,Private room in apartment,Private room,1.0,1.0,38.0,179,49,1,1.0,1.0,4.813953488372093
4508,18067583,0,1,Goya,Salamanca,Entire condominium,Entire home/apt,1.0,1.0,87.0,0,97,6,1.99,1.0,4.694117647058824
4509,18070118,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,49.0,307,42,3,0.86,1.0,4.842105263157895
4510,18070808,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,99.0,125,7,113,0.19,1.0,4.857142857142857
4511,18070982,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,95.0,0,10,113,0.21,1.0,4.714285714285714
4512,18071171,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,95.0,265,20,113,0.42,1.0,4.666666666666667
4513,18071417,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,82.0,286,17,113,0.35,1.0,4.533333333333333
4515,18071804,0,1,Abrantes,Carabanchel,Entire apartment,Entire home/apt,2.0,2.0,18.0,0,10,1,0.21,1.0,4.833333333333333
4516,18071870,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,94.0,293,8,113,0.17,1.0,4.833333333333333
4517,18072915,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,47.0,0,3,1,0.06,1.0,2.0
4518,18073681,0,1,Bellas Vistas,Tetuán,Entire apartment,Entire home/apt,2.0,3.0,131.0,354,19,31,0.39,2.0,4.0
4520,18081887,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,42.0,226,132,2,2.71,1.0,4.887755102040816
4521,18083089,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,40.0,0,1,1,0.02,1.0,1.0
4522,18083157,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,70.0,0,11,2,0.24,1.0,4.428571428571429
4523,18085274,0,1,Pacífico,Retiro,Entire apartment,Entire home/apt,1.0,1.0,60.0,97,24,1,0.52,1.0,4.217391304347826
4525,18092890,0,0,Embajadores,Centro,Entire condominium,Entire home/apt,1.0,1.0,75.0,0,8,1,0.16,1.0,4.2
4526,18093383,1,1,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,68.0,58,392,1,8.04,1.0,4.875
4529,18100536,1,1,Ventas,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,24.0,365,31,1,0.64,1.0,4.923076923076923
4530,18102248,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,100.0,364,6,1,0.12,1.0,3.4
4531,18103406,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,100.0,364,89,1,1.83,1.0,4.762711864406779
4532,18104115,0,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,35.0,0,7,2,0.14,1.0,4.285714285714286
4533,18105409,0,1,Chopera,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,56.0,25,223,3,4.6,1.0,4.763513513513513
4534,18105553,1,0,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,4.0,54.0,141,167,1,3.54,1.0,4.848920863309353
4535,18107706,0,0,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,14.0,0,2,1,0.04,2.0,1.0
4536,18108055,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,62.0,90,53,3,1.09,0.0,4.7
4537,18109185,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,40.0,177,61,1,1.26,1.0,4.617021276595745
4538,18109842,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,1.0,66.0,0,136,1,2.85,1.0,4.5963302752293576
4539,18110697,1,1,Comillas,Carabanchel,Private room in apartment,Private room,1.0,2.0,18.0,89,199,1,4.24,1.0,4.552147239263804
4541,18115032,0,1,San Cristobal,Villaverde,Private room in apartment,Private room,1.0,1.0,43.0,349,37,1,0.76,1.0,4.714285714285714
4542,18116356,0,0,San Isidro,Carabanchel,Private room in apartment,Private room,1.0,1.0,27.0,0,6,2,0.12,1.0,5.0
4543,18117468,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,48.0,0,48,1,0.99,1.0,4.882352941176471
4544,18119258,0,1,Timón,Barajas,Private room in apartment,Private room,1.0,1.0,24.0,88,320,1,6.56,1.0,4.747368421052632
4545,18120606,1,1,Vallehermoso,Chamberí,Private room in apartment,Private room,1.0,3.0,61.0,365,71,1,1.46,1.0,4.88135593220339
4546,18124366,0,1,Fuente del Berro,Salamanca,Private room in apartment,Private room,1.0,1.0,26.0,0,58,1,1.19,1.5,4.589743589743589
4548,18133481,0,1,Acacias,Arganzuela,Private room in apartment,Private room,1.0,1.0,58.0,0,8,1,0.17,1.5,4.833333333333333
4549,18138319,0,1,Palacio,Centro,Entire loft,Entire home/apt,1.0,3.0,102.0,0,150,3,3.08,1.0,4.6
4550,18138583,0,0,San Isidro,Carabanchel,Private room in apartment,Private room,1.0,2.0,28.0,0,2,2,0.05,1.5,2.5
4551,18138585,0,1,Palacio,Centro,Entire loft,Entire home/apt,1.0,0.0,113.0,0,218,3,4.47,1.5,4.751381215469613
4555,18146906,0,1,Palos de Moguer,Arganzuela,Entire loft,Entire home/apt,1.0,2.0,50.0,298,106,1,2.18,1.0,4.618421052631579
4556,18147028,0,1,Embajadores,Centro,Entire condominium,Entire home/apt,1.0,2.0,121.0,0,23,1,0.47,1.0,4.894736842105263
4557,18147455,0,1,Jerónimos,Retiro,Entire apartment,Entire home/apt,1.0,3.0,99.0,365,63,1,1.29,1.0,4.5576923076923075
4558,18147920,0,1,Valverde,Fuencarral - El Pardo,Entire serviced apartment,Entire home/apt,3.0,5.0,156.0,62,5,10,0.11,2.0,3.8
4559,18149069,0,1,Justicia,Centro,Entire condominium,Entire home/apt,1.0,2.0,49.0,268,113,7,2.33,1.0,4.705882352941177
4560,18149091,0,1,Universidad,Centro,Private room in hostel,Private room,1.0,1.0,24.0,364,162,53,3.39,1.0,4.438848920863309
4561,18149388,0,1,Palacio,Centro,Entire apartment,Entire home/apt,3.0,4.0,115.0,227,173,25,3.55,1.0,4.732824427480916
4562,18149980,0,1,Arapiles,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,143.0,364,2,7,0.06,1.0,5.0
4563,18150468,0,1,Prosperidad,Chamartín,Entire apartment,Entire home/apt,1.0,1.0,106.0,114,17,1,0.35,1.0,4.857142857142857
4564,18150744,1,0,Cortes,Centro,Entire apartment,Entire home/apt,2.0,4.0,121.0,197,166,1,3.45,1.0,4.828125
4565,18151509,0,1,San Diego,Puente de Vallecas,Private room in house,Private room,4.0,1.0,15.0,0,45,6,0.92,1.0,4.472222222222222
4566,18152139,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,120.0,364,8,1,0.16,1.0,3.7142857142857144
4568,18154095,0,1,Almagro,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,132.0,155,27,12,0.58,2.0,4.458333333333333
4570,18157287,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,69.0,0,120,2,2.47,1.0,4.891304347826087
4571,18157839,0,1,San Diego,Puente de Vallecas,Private room in house,Private room,4.0,1.0,10.0,274,60,6,1.23,1.0,4.5576923076923075
4572,18157874,0,1,Canillas,Hortaleza,Private room in apartment,Private room,1.0,1.0,18.0,74,26,2,0.92,1.0,4.541666666666667
4573,18164030,1,1,Concepción,Ciudad Lineal,Entire loft,Entire home/apt,1.0,2.0,66.0,88,10,11,0.21,1.0,4.777777777777778
4574,18165743,1,1,Castilla,Chamartín,Private room in apartment,Private room,1.0,1.0,35.0,365,137,2,2.81,1.0,4.873949579831932
4575,18166881,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,61.0,364,30,1,0.62,1.0,4.388888888888889
4577,18183989,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,173.0,288,15,7,0.32,2.0,4.916666666666667
4579,18187535,0,1,Embajadores,Centro,Shared room in condominium,Shared room,1.0,1.0,17.0,0,3,1,0.06,1.0,5.0
4580,18192922,0,1,Arapiles,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,141.0,104,18,1,0.38,1.0,4.928571428571429
4581,18195322,1,1,Pacífico,Retiro,Entire apartment,Entire home/apt,1.0,2.0,53.0,9,163,1,3.36,1.0,4.758333333333334
4582,18195354,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,105.0,105,52,1,1.07,1.0,4.7894736842105265
4584,18203402,0,0,Acacias,Arganzuela,Entire apartment,Entire home/apt,1.0,2.0,47.0,62,213,66,4.54,1.0,4.24203821656051
4585,18209448,0,1,Ventas,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,30.0,0,101,1,2.09,1.0,4.666666666666667
4586,18222184,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,90.0,0,56,7,1.17,1.0,4.657894736842105
